geneticSequenceID,taxonID,sequenceTaxonAuthorityID,confidence
12161,SH181879.07FU,unite_v3,100.0
12168,SH181879.07FU,unite_v3,100.0
12175,SH181879.07FU,unite_v3,100.0
12182,SH181879.07FU,unite_v3,100.0
12189,SH181879.07FU,unite_v3,100.0
12196,SH181879.07FU,unite_v3,100.0
12203,SH181879.07FU,unite_v3,100.0
12210,SH181879.07FU,unite_v3,100.0
12217,SH181879.07FU,unite_v3,100.0
12224,SH181879.07FU,unite_v3,100.0
12231,SH181879.07FU,unite_v3,100.0
12238,SH181879.07FU,unite_v3,100.0
12245,SH181879.07FU,unite_v3,100.0
12252,SH181879.07FU,unite_v3,100.0
12259,SH181879.07FU,unite_v3,100.0
12266,SH181879.07FU,unite_v3,100.0
12273,SH181879.07FU,unite_v3,100.0
12280,SH181879.07FU,unite_v3,100.0
12287,SH181879.07FU,unite_v3,100.0
12294,SH181879.07FU,unite_v3,100.0
12301,SH181879.07FU,unite_v3,100.0
12308,SH181879.07FU,unite_v3,100.0
12315,SH181879.07FU,unite_v3,100.0
12322,SH181879.07FU,unite_v3,100.0
12329,SH181879.07FU,unite_v3,100.0
12336,SH181879.07FU,unite_v3,100.0
12343,SH181879.07FU,unite_v3,100.0
12350,SH182152.07FU,unite_v3,100.0
12357,SH182152.07FU,unite_v3,100.0
12364,SH182152.07FU,unite_v3,100.0
12371,SH182152.07FU,unite_v3,100.0
12378,SH182152.07FU,unite_v3,100.0
12385,SH182152.07FU,unite_v3,100.0
12392,SH182152.07FU,unite_v3,100.0
12399,SH182152.07FU,unite_v3,100.0
12406,SH182152.07FU,unite_v3,100.0
12413,SH182152.07FU,unite_v3,100.0
12420,SH182152.07FU,unite_v3,100.0
12427,SH182152.07FU,unite_v3,100.0
12434,SH182152.07FU,unite_v3,100.0
12441,SH182152.07FU,unite_v3,100.0
12448,SH182152.07FU,unite_v3,100.0
12455,SH182152.07FU,unite_v3,100.0
12462,SH182152.07FU,unite_v3,100.0
12469,SH182152.07FU,unite_v3,100.0
12476,SH182152.07FU,unite_v3,100.0
12483,SH182152.07FU,unite_v3,100.0
12490,SH182152.07FU,unite_v3,100.0
12497,SH182152.07FU,unite_v3,100.0
12504,SH182152.07FU,unite_v3,100.0
12511,SH182152.07FU,unite_v3,100.0
12518,SH196780.07FU,unite_v3,100.0
12525,SH196780.07FU,unite_v3,100.0
12532,SH196780.07FU,unite_v3,100.0
12539,SH196780.07FU,unite_v3,100.0
12546,SH196780.07FU,unite_v3,100.0
12553,SH196780.07FU,unite_v3,100.0
12560,SH196780.07FU,unite_v3,100.0
12567,SH196780.07FU,unite_v3,100.0
12574,SH196780.07FU,unite_v3,100.0
12581,SH196780.07FU,unite_v3,100.0
12588,SH196780.07FU,unite_v3,100.0
12595,SH196780.07FU,unite_v3,100.0
12602,SH196780.07FU,unite_v3,100.0
12609,SH196780.07FU,unite_v3,100.0
12616,SH196780.07FU,unite_v3,100.0
12623,SH196780.07FU,unite_v3,100.0
12630,SH196780.07FU,unite_v3,100.0
12637,SH196780.07FU,unite_v3,100.0
12644,SH196780.07FU,unite_v3,100.0
12651,SH196780.07FU,unite_v3,100.0
12658,SH196780.07FU,unite_v3,100.0
12665,SH196780.07FU,unite_v3,100.0
12672,SH196780.07FU,unite_v3,100.0
12679,SH196780.07FU,unite_v3,100.0
12686,SH196780.07FU,unite_v3,100.0
12693,SH196780.07FU,unite_v3,100.0
12700,SH196780.07FU,unite_v3,100.0
12707,SH196780.07FU,unite_v3,100.0
12714,SH196780.07FU,unite_v3,100.0
12721,SH196780.07FU,unite_v3,100.0
12728,SH196780.07FU,unite_v3,100.0
12735,SH196780.07FU,unite_v3,100.0
12742,SH196780.07FU,unite_v3,100.0
12749,SH196780.07FU,unite_v3,100.0
12756,SH196780.07FU,unite_v3,100.0
12763,SH196780.07FU,unite_v3,100.0
12770,SH196780.07FU,unite_v3,100.0
12777,SH196780.07FU,unite_v3,100.0
12784,SH196780.07FU,unite_v3,100.0
12791,SH196780.07FU,unite_v3,100.0
12798,SH196780.07FU,unite_v3,100.0
12805,SH196780.07FU,unite_v3,100.0
12812,SH196780.07FU,unite_v3,100.0
12819,SH196780.07FU,unite_v3,100.0
12826,SH196780.07FU,unite_v3,100.0
12833,SH196780.07FU,unite_v3,100.0
12840,SH196780.07FU,unite_v3,100.0
12847,SH196780.07FU,unite_v3,100.0
12854,SH196780.07FU,unite_v3,100.0
12861,SH196780.07FU,unite_v3,100.0
12868,SH196780.07FU,unite_v3,100.0
12875,SH196780.07FU,unite_v3,100.0
12882,SH196780.07FU,unite_v3,100.0
12889,SH196780.07FU,unite_v3,100.0
12896,SH004211.07FU,unite_v3,100.0
12903,SH004211.07FU,unite_v3,100.0
12910,SH004211.07FU,unite_v3,100.0
12917,SH004211.07FU,unite_v3,100.0
12924,SH004211.07FU,unite_v3,100.0
12931,SH004211.07FU,unite_v3,100.0
12938,SH004211.07FU,unite_v3,100.0
12945,SH004211.07FU,unite_v3,100.0
12952,SH004211.07FU,unite_v3,100.0
12959,SH004211.07FU,unite_v3,100.0
12966,SH004211.07FU,unite_v3,100.0
12973,SH203825.07FU,unite_v3,90.3
12980,SH203825.07FU,unite_v3,90.3
12987,SH203825.07FU,unite_v3,90.3
12994,SH203825.07FU,unite_v3,90.3
13001,SH203825.07FU,unite_v3,90.3
13008,SH203825.07FU,unite_v3,90.3
13015,SH203825.07FU,unite_v3,90.3
13022,SH203825.07FU,unite_v3,90.3
13029,SH203825.07FU,unite_v3,90.3
13036,SH203825.07FU,unite_v3,90.3
13043,SH203825.07FU,unite_v3,90.3
13050,SH203825.07FU,unite_v3,90.3
13057,SH203825.07FU,unite_v3,90.3
13064,SH203825.07FU,unite_v3,90.3
13071,SH203825.07FU,unite_v3,90.3
13078,SH207227.07FU,unite_v3,100.0
13085,SH207227.07FU,unite_v3,100.0
13092,SH207227.07FU,unite_v3,100.0
13099,SH207227.07FU,unite_v3,100.0
13106,SH207227.07FU,unite_v3,100.0
13113,SH207227.07FU,unite_v3,100.0
13120,SH207227.07FU,unite_v3,100.0
13127,SH207227.07FU,unite_v3,100.0
13134,SH207227.07FU,unite_v3,100.0
13141,SH207227.07FU,unite_v3,100.0
13148,SH207227.07FU,unite_v3,100.0
13155,SH207227.07FU,unite_v3,100.0
13162,SH207227.07FU,unite_v3,100.0
13169,SH207227.07FU,unite_v3,100.0
13176,SH207227.07FU,unite_v3,100.0
13183,SH207227.07FU,unite_v3,100.0
13190,SH207227.07FU,unite_v3,100.0
13197,SH207227.07FU,unite_v3,100.0
13204,SH207227.07FU,unite_v3,100.0
13211,SH207227.07FU,unite_v3,100.0
13218,SH207227.07FU,unite_v3,100.0
13225,SH207227.07FU,unite_v3,100.0
13232,SH207227.07FU,unite_v3,100.0
13239,SH207227.07FU,unite_v3,100.0
13246,SH207227.07FU,unite_v3,100.0
13253,SH207227.07FU,unite_v3,100.0
13260,SH207227.07FU,unite_v3,100.0
13267,SH207227.07FU,unite_v3,100.0
13274,SH207227.07FU,unite_v3,100.0
13281,SH207227.07FU,unite_v3,100.0
13288,SH207227.07FU,unite_v3,100.0
13295,SH207227.07FU,unite_v3,100.0
13302,SH207227.07FU,unite_v3,100.0
13309,SH207227.07FU,unite_v3,100.0
13316,SH207227.07FU,unite_v3,100.0
13323,SH207227.07FU,unite_v3,100.0
13330,SH207227.07FU,unite_v3,100.0
13337,SH207227.07FU,unite_v3,100.0
13344,SH207227.07FU,unite_v3,100.0
13351,SH207227.07FU,unite_v3,100.0
13358,SH207227.07FU,unite_v3,100.0
13365,SH207227.07FU,unite_v3,100.0
13372,SH207227.07FU,unite_v3,100.0
13379,SH207227.07FU,unite_v3,100.0
13386,SH207227.07FU,unite_v3,100.0
13393,SH222011.07FU,unite_v3,89.5
13400,SH222011.07FU,unite_v3,89.5
13407,SH222011.07FU,unite_v3,89.5
13414,SH222011.07FU,unite_v3,89.5
13421,SH222011.07FU,unite_v3,89.5
13428,SH222011.07FU,unite_v3,89.5
13435,SH222011.07FU,unite_v3,89.5
13442,SH222011.07FU,unite_v3,89.5
13449,SH222011.07FU,unite_v3,89.5
13456,SH222011.07FU,unite_v3,89.5
13463,SH222011.07FU,unite_v3,89.5
13470,SH196779.07FU,unite_v3,100.0
13477,SH196779.07FU,unite_v3,100.0
13484,SH196779.07FU,unite_v3,100.0
13491,SH196779.07FU,unite_v3,100.0
13498,SH196779.07FU,unite_v3,100.0
13505,SH196779.07FU,unite_v3,100.0
13512,SH196779.07FU,unite_v3,100.0
13519,SH196779.07FU,unite_v3,100.0
13526,SH196779.07FU,unite_v3,100.0
13533,SH196779.07FU,unite_v3,100.0
13540,SH196779.07FU,unite_v3,100.0
13547,SH196779.07FU,unite_v3,100.0
13554,SH196779.07FU,unite_v3,100.0
13561,SH196779.07FU,unite_v3,100.0
13568,SH196779.07FU,unite_v3,100.0
13575,SH196779.07FU,unite_v3,100.0
13582,SH196779.07FU,unite_v3,100.0
13589,SH196779.07FU,unite_v3,100.0
13596,SH196779.07FU,unite_v3,100.0
13603,SH196779.07FU,unite_v3,100.0
13610,SH196779.07FU,unite_v3,100.0
13617,SH196779.07FU,unite_v3,100.0
13624,SH196779.07FU,unite_v3,100.0
13631,SH196779.07FU,unite_v3,100.0
13638,SH196779.07FU,unite_v3,100.0
13645,SH196779.07FU,unite_v3,100.0
13652,SH196779.07FU,unite_v3,100.0
13659,SH196779.07FU,unite_v3,100.0
13666,SH196779.07FU,unite_v3,100.0
13673,SH196779.07FU,unite_v3,100.0
13680,SH196779.07FU,unite_v3,100.0
13687,SH196779.07FU,unite_v3,100.0
13694,SH196779.07FU,unite_v3,100.0
13701,SH196779.07FU,unite_v3,100.0
13708,SH196779.07FU,unite_v3,100.0
13715,SH196779.07FU,unite_v3,100.0
13722,SH196779.07FU,unite_v3,100.0
13729,SH196779.07FU,unite_v3,100.0
13736,SH196779.07FU,unite_v3,100.0
13743,SH196779.07FU,unite_v3,100.0
13750,SH196779.07FU,unite_v3,100.0
13757,SH196779.07FU,unite_v3,100.0
13764,SH196779.07FU,unite_v3,100.0
13771,SH196779.07FU,unite_v3,100.0
13778,SH196779.07FU,unite_v3,100.0
13785,SH196779.07FU,unite_v3,100.0
13792,SH196779.07FU,unite_v3,100.0
13799,SH196779.07FU,unite_v3,100.0
13806,SH196779.07FU,unite_v3,100.0
13813,SH196779.07FU,unite_v3,100.0
13820,SH196779.07FU,unite_v3,100.0
13827,SH196779.07FU,unite_v3,100.0
13834,SH196779.07FU,unite_v3,100.0
13841,SH196779.07FU,unite_v3,100.0
13848,SH196779.07FU,unite_v3,100.0
13855,SH196779.07FU,unite_v3,100.0
13862,SH196779.07FU,unite_v3,100.0
13869,SH196779.07FU,unite_v3,100.0
13876,SH196779.07FU,unite_v3,100.0
13883,SH196779.07FU,unite_v3,100.0
13890,SH196779.07FU,unite_v3,100.0
13897,SH196779.07FU,unite_v3,100.0
13904,SH196779.07FU,unite_v3,100.0
13911,SH196779.07FU,unite_v3,100.0
13918,SH196779.07FU,unite_v3,100.0
13925,SH196779.07FU,unite_v3,100.0
13932,SH196779.07FU,unite_v3,100.0
13939,SH196779.07FU,unite_v3,100.0
13946,SH196779.07FU,unite_v3,100.0
13953,SH196779.07FU,unite_v3,100.0
13960,SH196779.07FU,unite_v3,100.0
13967,SH196779.07FU,unite_v3,100.0
13974,SH196779.07FU,unite_v3,100.0
13981,SH196779.07FU,unite_v3,100.0
13988,SH196779.07FU,unite_v3,100.0
13995,SH196779.07FU,unite_v3,100.0
14002,SH196779.07FU,unite_v3,100.0
14009,SH196779.07FU,unite_v3,100.0
14016,SH196779.07FU,unite_v3,100.0
14023,SH196779.07FU,unite_v3,100.0
14030,SH196779.07FU,unite_v3,100.0
14037,SH196779.07FU,unite_v3,100.0
14044,SH196779.07FU,unite_v3,100.0
14051,SH196779.07FU,unite_v3,100.0
14058,SH196779.07FU,unite_v3,100.0
14065,SH196779.07FU,unite_v3,100.0
14072,SH196779.07FU,unite_v3,100.0
14079,SH196779.07FU,unite_v3,100.0
14086,SH196779.07FU,unite_v3,100.0
14093,SH196779.07FU,unite_v3,100.0
14100,SH196779.07FU,unite_v3,100.0
14107,SH196779.07FU,unite_v3,100.0
14114,SH196779.07FU,unite_v3,100.0
14121,SH196779.07FU,unite_v3,100.0
14128,SH196779.07FU,unite_v3,100.0
14135,SH196779.07FU,unite_v3,100.0
14142,SH196779.07FU,unite_v3,100.0
14149,SH196779.07FU,unite_v3,100.0
14156,SH196779.07FU,unite_v3,100.0
14163,SH196779.07FU,unite_v3,100.0
14170,SH222239.07FU,unite_v3,100.0
14177,SH222239.07FU,unite_v3,100.0
14184,SH222239.07FU,unite_v3,100.0
14191,SH222239.07FU,unite_v3,100.0
14198,SH222239.07FU,unite_v3,100.0
14205,SH222239.07FU,unite_v3,100.0
14212,SH222239.07FU,unite_v3,100.0
14219,SH222239.07FU,unite_v3,100.0
14226,SH222239.07FU,unite_v3,100.0
14233,SH222239.07FU,unite_v3,100.0
14240,SH222239.07FU,unite_v3,100.0
14247,SH222239.07FU,unite_v3,100.0
14254,SH222239.07FU,unite_v3,100.0
14261,SH222239.07FU,unite_v3,100.0
14268,SH222239.07FU,unite_v3,100.0
14275,SH222239.07FU,unite_v3,100.0
14282,SH222239.07FU,unite_v3,100.0
14289,SH222239.07FU,unite_v3,100.0
14296,SH222239.07FU,unite_v3,100.0
14303,SH222239.07FU,unite_v3,100.0
14310,SH222239.07FU,unite_v3,100.0
14317,SH222239.07FU,unite_v3,100.0
14324,SH222239.07FU,unite_v3,100.0
14331,SH222239.07FU,unite_v3,100.0
14338,SH222239.07FU,unite_v3,100.0
14345,SH222239.07FU,unite_v3,100.0
14352,SH222239.07FU,unite_v3,100.0
14359,SH222239.07FU,unite_v3,100.0
14366,SH206778.07FU,unite_v3,100.0
14373,SH206778.07FU,unite_v3,100.0
14380,SH206778.07FU,unite_v3,100.0
14387,SH206778.07FU,unite_v3,100.0
14394,SH206778.07FU,unite_v3,100.0
14401,SH206778.07FU,unite_v3,100.0
14408,SH206778.07FU,unite_v3,100.0
14415,SH206778.07FU,unite_v3,100.0
14422,SH206778.07FU,unite_v3,100.0
14429,SH206778.07FU,unite_v3,100.0
14436,SH206778.07FU,unite_v3,100.0
14443,SH206778.07FU,unite_v3,100.0
14450,SH206778.07FU,unite_v3,100.0
14457,SH206778.07FU,unite_v3,100.0
14464,SH206778.07FU,unite_v3,100.0
14471,SH206778.07FU,unite_v3,100.0
14478,SH206778.07FU,unite_v3,100.0
14485,SH206778.07FU,unite_v3,100.0
14492,SH206778.07FU,unite_v3,100.0
14499,SH206778.07FU,unite_v3,100.0
14506,SH206778.07FU,unite_v3,100.0
14513,SH206778.07FU,unite_v3,100.0
14520,SH206778.07FU,unite_v3,100.0
14527,SH206778.07FU,unite_v3,100.0
14534,SH206778.07FU,unite_v3,100.0
14541,SH206778.07FU,unite_v3,100.0
14548,SH206778.07FU,unite_v3,100.0
14555,SH206778.07FU,unite_v3,100.0
14562,SH206778.07FU,unite_v3,100.0
14569,SH206778.07FU,unite_v3,100.0
14576,SH206778.07FU,unite_v3,100.0
14583,SH206778.07FU,unite_v3,100.0
14590,SH206778.07FU,unite_v3,100.0
14597,SH206778.07FU,unite_v3,100.0
14604,SH206778.07FU,unite_v3,100.0
14611,SH206778.07FU,unite_v3,100.0
14618,SH206778.07FU,unite_v3,100.0
14625,SH206778.07FU,unite_v3,100.0
14632,SH206778.07FU,unite_v3,100.0
14639,SH206778.07FU,unite_v3,100.0
14646,SH206778.07FU,unite_v3,100.0
14653,SH206778.07FU,unite_v3,100.0
14660,SH206778.07FU,unite_v3,100.0
14667,SH206778.07FU,unite_v3,100.0
14674,SH206778.07FU,unite_v3,100.0
14681,SH206778.07FU,unite_v3,100.0
14688,SH206778.07FU,unite_v3,100.0
14695,SH206778.07FU,unite_v3,100.0
14702,SH206778.07FU,unite_v3,100.0
14709,SH206778.07FU,unite_v3,100.0
14716,SH206778.07FU,unite_v3,100.0
14723,SH206778.07FU,unite_v3,100.0
14730,SH206778.07FU,unite_v3,100.0
14737,SH179905.07FU,unite_v3,100.0
14744,SH179905.07FU,unite_v3,100.0
14751,SH179905.07FU,unite_v3,100.0
14758,SH179905.07FU,unite_v3,100.0
14765,SH179905.07FU,unite_v3,100.0
14772,SH179905.07FU,unite_v3,100.0
14779,SH179905.07FU,unite_v3,100.0
14786,SH179905.07FU,unite_v3,100.0
14793,SH003980.07FU,unite_v3,100.0
14800,SH003980.07FU,unite_v3,100.0
14807,SH003980.07FU,unite_v3,100.0
14814,SH003980.07FU,unite_v3,100.0
14821,SH003980.07FU,unite_v3,100.0
14828,SH003980.07FU,unite_v3,100.0
14835,SH003980.07FU,unite_v3,100.0
14842,SH003980.07FU,unite_v3,100.0
14849,SH003980.07FU,unite_v3,100.0
14856,SH003980.07FU,unite_v3,100.0
14863,SH003980.07FU,unite_v3,100.0
14870,SH003980.07FU,unite_v3,100.0
14877,SH003980.07FU,unite_v3,100.0
14884,SH003980.07FU,unite_v3,100.0
14891,SH003980.07FU,unite_v3,100.0
14898,SH003980.07FU,unite_v3,100.0
14905,SH003980.07FU,unite_v3,100.0
14912,SH003980.07FU,unite_v3,100.0
14919,SH003980.07FU,unite_v3,100.0
14926,SH003980.07FU,unite_v3,100.0
14933,SH003980.07FU,unite_v3,100.0
14940,SH003980.07FU,unite_v3,100.0
14947,SH003980.07FU,unite_v3,100.0
14954,SH003980.07FU,unite_v3,100.0
14961,SH003980.07FU,unite_v3,100.0
14968,SH003980.07FU,unite_v3,100.0
14975,SH003980.07FU,unite_v3,100.0
14982,SH003980.07FU,unite_v3,100.0
14989,SH003980.07FU,unite_v3,100.0
14996,SH003980.07FU,unite_v3,100.0
15003,SH003980.07FU,unite_v3,100.0
15010,SH003980.07FU,unite_v3,100.0
15017,SH003980.07FU,unite_v3,100.0
15024,SH003980.07FU,unite_v3,100.0
15031,SH003980.07FU,unite_v3,100.0
15038,SH003980.07FU,unite_v3,100.0
15045,SH003980.07FU,unite_v3,100.0
15052,SH003980.07FU,unite_v3,100.0
15059,SH003980.07FU,unite_v3,100.0
15066,SH003980.07FU,unite_v3,100.0
15073,SH003980.07FU,unite_v3,100.0
15080,SH003980.07FU,unite_v3,100.0
15087,SH003980.07FU,unite_v3,100.0
15094,SH003980.07FU,unite_v3,100.0
15101,SH003980.07FU,unite_v3,100.0
15108,SH003980.07FU,unite_v3,100.0
15115,SH003980.07FU,unite_v3,100.0
15122,SH003980.07FU,unite_v3,100.0
15129,SH003980.07FU,unite_v3,100.0
15136,SH003980.07FU,unite_v3,100.0
15143,SH003980.07FU,unite_v3,100.0
15150,SH216250.07FU,unite_v3,100.0
15157,SH216250.07FU,unite_v3,100.0
15164,SH216250.07FU,unite_v3,100.0
15171,SH216250.07FU,unite_v3,100.0
15178,SH216250.07FU,unite_v3,100.0
15185,SH216250.07FU,unite_v3,100.0
15192,SH216250.07FU,unite_v3,100.0
15199,SH216250.07FU,unite_v3,100.0
15206,SH216250.07FU,unite_v3,100.0
15213,SH216250.07FU,unite_v3,100.0
15220,SH216250.07FU,unite_v3,100.0
15227,SH216250.07FU,unite_v3,100.0
15234,SH216250.07FU,unite_v3,100.0
15241,SH216250.07FU,unite_v3,100.0
15248,SH216250.07FU,unite_v3,100.0
15255,SH216250.07FU,unite_v3,100.0
15262,SH216250.07FU,unite_v3,100.0
15269,SH216250.07FU,unite_v3,100.0
15276,SH216250.07FU,unite_v3,100.0
15283,SH216250.07FU,unite_v3,100.0
15290,SH216250.07FU,unite_v3,100.0
15297,SH216250.07FU,unite_v3,100.0
15304,SH216250.07FU,unite_v3,100.0
15311,SH216250.07FU,unite_v3,100.0
15318,SH216250.07FU,unite_v3,100.0
15325,SH216250.07FU,unite_v3,100.0
15332,SH216250.07FU,unite_v3,100.0
15339,SH216250.07FU,unite_v3,100.0
15346,SH216250.07FU,unite_v3,100.0
15353,SH216250.07FU,unite_v3,100.0
15360,SH216250.07FU,unite_v3,100.0
15367,SH216250.07FU,unite_v3,100.0
15374,SH216250.07FU,unite_v3,100.0
15381,SH216250.07FU,unite_v3,100.0
15388,SH216250.07FU,unite_v3,100.0
15395,SH216250.07FU,unite_v3,100.0
15402,SH216250.07FU,unite_v3,100.0
15409,SH216250.07FU,unite_v3,100.0
15416,SH216250.07FU,unite_v3,100.0
15423,SH216250.07FU,unite_v3,100.0
15430,SH216250.07FU,unite_v3,100.0
15437,SH216250.07FU,unite_v3,100.0
15444,SH216250.07FU,unite_v3,100.0
15451,SH216250.07FU,unite_v3,100.0
15458,SH216250.07FU,unite_v3,100.0
15465,SH216250.07FU,unite_v3,100.0
15472,SH216250.07FU,unite_v3,100.0
15479,SH216250.07FU,unite_v3,100.0
15486,SH216250.07FU,unite_v3,100.0
15493,SH216250.07FU,unite_v3,100.0
15500,SH216250.07FU,unite_v3,100.0
15507,SH216250.07FU,unite_v3,100.0
15514,SH216250.07FU,unite_v3,100.0
15521,SH216250.07FU,unite_v3,100.0
15528,SH216250.07FU,unite_v3,100.0
15535,SH216250.07FU,unite_v3,100.0
15542,SH216250.07FU,unite_v3,100.0
15549,SH216250.07FU,unite_v3,100.0
15556,SH216250.07FU,unite_v3,100.0
15563,SH216250.07FU,unite_v3,100.0
15570,SH216250.07FU,unite_v3,100.0
15577,SH216250.07FU,unite_v3,100.0
15584,SH216250.07FU,unite_v3,100.0
15591,SH216250.07FU,unite_v3,100.0
15598,SH216250.07FU,unite_v3,100.0
15605,SH216250.07FU,unite_v3,100.0
